id,tanggal,platform,topik,teks
906,21 hours ago,YouTube,Makan Bergizi Gratis,"Setuju sekali Bang HOT man, MBG di Ganti dgn PGA  Peduli gizi Anak, duitnya Langsung sama org tuanya, Amiin"
907,21 hours ago,YouTube,Makan Bergizi Gratis,"Alhamdulillah,KLO bang Hotman nyapres saya dukung 100%"
908,21 hours ago,YouTube,Makan Bergizi Gratis,klw mllui uang itu bukan MBG hotman...semoga bpk prabowo tdk gubris dgn orang ini....orang ini sdh mulai stresssss....
909,21 hours ago,YouTube,Makan Bergizi Gratis,Setuju bang hotman👍
910,21 hours ago,YouTube,Makan Bergizi Gratis,Hotman paris ini semakin kesini semakin kacau...
911,21 hours ago,YouTube,Makan Bergizi Gratis,Bkn masalah efektif ni masalah gengsi kyk nvak tau aj lu
912,21 hours ago,YouTube,Makan Bergizi Gratis,Hadeeh..
913,21 hours ago,YouTube,Makan Bergizi Gratis,sangat setuju👍👍👍👍👍👍👍👍👍👍👍
914,21 hours ago,YouTube,Makan Bergizi Gratis,"Kalo proyeknya ga korup mana mau , cape2in aja kata mrk 😂"
915,21 hours ago,YouTube,Makan Bergizi Gratis,Setuju bang.hotman
916,21 hours ago,YouTube,Makan Bergizi Gratis,benar bang kajian nya di terima bg sama wowo karena ada kepentingan 2 periode
917,21 hours ago,YouTube,Makan Bergizi Gratis,Paling yg menentang bang hotman yg punya SPPG.
918,21 hours ago (edited),YouTube,Makan Bergizi Gratis,hhhh klo kasikan dlm bntuk uang mana mungkin dia mau?..tar gk dpt labah dong😂
919,21 hours ago,YouTube,Makan Bergizi Gratis,Sangat bagus baru mantap
920,21 hours ago,YouTube,Makan Bergizi Gratis,Nanti yg nampung para pekerja di dapur sppg jadi pengangguran donk bang Hotman 🤠🤭🤠🤭
921,21 hours ago,YouTube,Makan Bergizi Gratis,Benar sekali pak Hotman memang keren mantap❤❤❤❤❤❤❤❤
922,21 hours ago,YouTube,Makan Bergizi Gratis,Benar bang 👍👍
923,22 hours ago,YouTube,Makan Bergizi Gratis,Ini bru pilihan rakyat indonesi..
924,21 hours ago,YouTube,Makan Bergizi Gratis,Semoga MBG menjadi uang
925,22 hours ago,YouTube,Makan Bergizi Gratis,Sangat setuju ❤
926,22 hours ago,YouTube,Makan Bergizi Gratis,Betul itu bang❤❤❤
927,22 hours ago,YouTube,Makan Bergizi Gratis,Beetul harus gitu pak Hotmanparis👍
928,22 hours ago,YouTube,Makan Bergizi Gratis,Klo di ganti uang ntar bwt main judol doang...😂😂😂
929,22 hours ago,YouTube,Makan Bergizi Gratis,Usul mbg diganti program menciptakan lapangan kerja padat karya membersihkan lingkungan sal drainase buntu sal jaringan irigasi tersumbat sampah berserakan rakyat ada pendapatan ada produksi ada daya beli ada peningkatan gisi anak jangan bansos untuk judol beli rokok anak cacingan stanting
930,22 hours ago,YouTube,Makan Bergizi Gratis,Hal seperti ini sudah banyak disuarakan mungkin memang keinginan beliau apapun alasannya MBG harus tetap berjalan
931,22 hours ago,YouTube,Makan Bergizi Gratis,"Betul bang, tapi jangan semua orang tua di kasih bang. Kelas menengah ke bawah saja"
932,22 hours ago,YouTube,Makan Bergizi Gratis,"Setuju dengan bang hotman, seharus nya seperti itu
Langsung ke penerima manfaat yang  menerima dana bantuan"
933,22 hours ago,YouTube,Makan Bergizi Gratis,"Trima kasih bang hotman..
Alhamdulillah bang hotman banyak berbuat kebaikan..sekali lagi .terima kasih bang..sudah berbuat untuk kebaikan NKRI.."
934,22 hours ago (edited),YouTube,Makan Bergizi Gratis,"Mgkn Prabowo skrng udah beda dg yg dulu, Bang
Dulu semasa blm ada ibu negara 
😅"
935,22 hours ago,YouTube,Makan Bergizi Gratis,"Nah itu bagus tapi penyalurannya haris benar benar tepat sasaran jangan melalui dept pendidikan atau pihak sekolah bisa korup lagi nanti 
Saran saya langsung k orang tua melalui bank negara yg bisa d ambil memakai kartu semacam ATM tapi kusus program mbg"
936,22 hours ago,YouTube,Makan Bergizi Gratis,"Gagasan yang Bagus👍👍👍
Lanjutkan rakyat mendukung
Daripada di korupsi golongan atas"
937,22 hours ago,YouTube,Makan Bergizi Gratis,betul pak hotman 15 rb dikasih ke ibu anak gabakal dibeliin daging hiu beracun.
938,22 hours ago,YouTube,Makan Bergizi Gratis,betol bng
939,22 hours ago,YouTube,Makan Bergizi Gratis,Sudah banyak kasih saran tapi semua tak dianggap....
940,22 hours ago,YouTube,Makan Bergizi Gratis,Setijuuuuu bang hotmat biar terhindar koruuuup
941,22 hours ago,YouTube,Makan Bergizi Gratis,"Setuju banget apa yg di bicarakan oleh ahok, KDM dan hotmat saya yakin prabowo 2 priode dan rakya sejahtera"
942,22 hours ago,YouTube,Makan Bergizi Gratis,SETUJUUUUUU 1000%
943,22 hours ago (edited),YouTube,Makan Bergizi Gratis,"Gak setuju kalo MBG digantikan dgn uang.. Karena dengan adanya makanan/Lauk pauk serta susu dan buah.. Dapet menggerakan perekonomian dari petani,nelayan,jutaan orang bisa bekerja karena MBG."
944,22 hours ago,YouTube,Makan Bergizi Gratis,Inimah usulan pak ahok dlu😂
945,22 hours ago,YouTube,Makan Bergizi Gratis,Ini sangat rasional sekali
946,22 hours ago,YouTube,Makan Bergizi Gratis,MGG bisa dirasakan petani
947,22 hours ago,YouTube,Makan Bergizi Gratis,Setuju bang
948,22 hours ago,YouTube,Makan Bergizi Gratis,Sepakat pak hotman
949,22 hours ago,YouTube,Makan Bergizi Gratis,Setujuuuu
950,22 hours ago,YouTube,Makan Bergizi Gratis,Setuju❤❤❤👍👍👍
951,22 hours ago (edited),YouTube,Makan Bergizi Gratis,"Ini usulan keren,tapi sayangnya MBG sudah jadi ladangnya para koruptor"
952,22 hours ago,YouTube,Makan Bergizi Gratis,Pokoknya Bang HOTMAN PARIS SEORANG SATRIYA..maju kedepan dibanding PEngacara lainnya
953,22 hours ago,YouTube,Makan Bergizi Gratis,S.7..sekali..
954,22 hours ago (edited),YouTube,Makan Bergizi Gratis,"Nggak bakalan mau nanti korupsinya sedikit dong 
Si kakek-kakek pikun itu kalau dikasih masukan nasihat jawabannya cuma Nye Nye Nye Nye atau ndasmu emang gue pikirin"
955,22 hours ago,YouTube,Makan Bergizi Gratis,Yg ga Setuju pasti org2 yg loyal Prabowo bang
956,23 hours ago,YouTube,Makan Bergizi Gratis,"Gak semudah itu bang.., gimana dgn orang² yg sudah terlanjur investasi bangun dapur??, gimana dgn orang² yg terlanjur menggantungkan hidup kerja di sppg???"
957,23 hours ago,YouTube,Makan Bergizi Gratis,"Pengacara gak usa ngurusin mbg bang2, Podo wae  ibunya di kasih uang malah gak ngurus anak ,sibuk main hp ,lah ada uang buat beli kota."
958,23 hours ago,YouTube,Makan Bergizi Gratis,"Kalau MBG implementasi nya sesuai ucapan bung hotman

Saya setuju MBG ada

Tapi kalau bentuk SPPG 
BUBARKAN MBG"
959,23 hours ago,YouTube,Makan Bergizi Gratis,Ini baru betull..pasti berputar uang nya dtempat yg pas!!
960,23 hours ago,YouTube,Makan Bergizi Gratis,Sudah di sarankan ahok dari dulu tapi bang nanti temenku gk kebagian dong😅😅😅😅😅
961,23 hours ago,YouTube,Makan Bergizi Gratis,Yang sudah bikin dapur bisa nagis😢😢😢😢guling guling😅😅😅😅😅😅
962,23 hours ago,YouTube,Makan Bergizi Gratis,"Ini baru ide bener, bantuan langsung dikasihkan orang tuanya murid, tapi... Itupun masih di pungli oknum2 pegawai, harus dikawal hukum yang ketat"
963,23 hours ago,YouTube,Makan Bergizi Gratis,"si bowo tau bang hotman klo itu lbh efektif,yg jd masalah duitnya gak bs di korupsi dong"
964,23 hours ago,YouTube,Makan Bergizi Gratis,"Ekonomi pasti jalan, karna pergerakan uang merata.."
965,23 hours ago,YouTube,Makan Bergizi Gratis,mntap bg
966,23 hours ago,YouTube,Makan Bergizi Gratis,YezzzZz
967,23 hours ago,YouTube,Makan Bergizi Gratis,SATU LAGI OMONG KOSONG DARI  manusia sakit
968,23 hours ago,YouTube,Makan Bergizi Gratis,GK komennnn
969,23 hours ago,YouTube,Makan Bergizi Gratis,Setuju uang tunai di berikan .terima kasi lae.tidak bisa lagi korupsi
970,23 hours ago,YouTube,Makan Bergizi Gratis,ini juga usulan ahok dari dulu
971,23 hours ago,YouTube,Makan Bergizi Gratis,Setuju bang hotman
972,23 hours ago,YouTube,Makan Bergizi Gratis,👍👍 org tua nya bisa beli kebutuhan pokok seperti beras
973,23 hours ago,YouTube,Makan Bergizi Gratis,"Makanan aja pak,biar berputar uangnya"
974,23 hours ago,YouTube,Makan Bergizi Gratis,"KLO diganti uang,malah gak jadi buat beli makanan bergizi malah buat beli pulsa sama bayar utang😂"
975,23 hours ago,YouTube,Makan Bergizi Gratis,"Kalau beri dana tunai ke ortunya anak maka sangat hemat uang negara, tapi bagaimana para loyalis bisa dapat dana?"
976,23 hours ago,YouTube,Makan Bergizi Gratis,Sy rasa lucu aja
977,23 hours ago,YouTube,Makan Bergizi Gratis,Itu orang tuanya yg pake untuk judol hotman paris. Jgan ko usik lgi
978,23 hours ago,YouTube,Makan Bergizi Gratis,"Hotman paris itu uang malah orang tua anak"" yg pake untuk keperluhannya."
979,23 hours ago,YouTube,Makan Bergizi Gratis,Mantap banggg...
980,23 hours ago,YouTube,Makan Bergizi Gratis,"Ahok sudah ngomong duluan begitu Pak Hotman,Mauliate"
981,23 hours ago,YouTube,Makan Bergizi Gratis,Mantap ini pak .. 10juta x saya setuju pak
982,23 hours ago,YouTube,Makan Bergizi Gratis,Makanan cepat basi
983,23 hours ago,YouTube,Makan Bergizi Gratis,Ya biar para koruptor g bisa nipu
984,23 hours ago,YouTube,Makan Bergizi Gratis,Betul.bang hotman
985,23 hours ago,YouTube,Makan Bergizi Gratis,"Dulu mafpud md mau dikte hakim,jaksa,negara, sekarang Hotman, mengungkit jasanya agar negara bisa di atur hotman"
986,23 hours ago,YouTube,Makan Bergizi Gratis,Uang dikasih ortunya nanti dibelikan rokok 😅
987,23 hours ago,YouTube,Makan Bergizi Gratis,"Kalau MBG di ganti dengan uang , akan di salah gnakan orang tua nya ke yang lain , percayalah pak gak jadi ke anak"
988,23 hours ago,YouTube,Makan Bergizi Gratis,Kurang pas juga pak bos..BLT hilang saya dibatam sangat memerlukan. Sudah tua gini hidup sebatang kara susah cari makan.hanya mengharap hasil ternak entok dari BLT pertama pak jokowi
989,23 hours ago,YouTube,Makan Bergizi Gratis,Respek bang hotman
990,23 hours ago,YouTube,Makan Bergizi Gratis,Setuju banget bang semilyar kali saya setuju banget
991,23 hours ago,YouTube,Makan Bergizi Gratis,"Kalau MBG di ganti dalam bentuk uang akan di gunakan orang tuanya untuk judol dan lain sebagai nya , jadi pak prabowo tetap aja pada pendirian nya karna jutaan anak sudah menikmati nya"
992,23 hours ago,YouTube,Makan Bergizi Gratis,Kalau MBG uangnya langsung diberikan ke orang tua 90% para pejabatnya tidak bisa maling uang MBG (uang rakyat)
993,23 hours ago,YouTube,Makan Bergizi Gratis,"Mbg benar2 sarang korupsi, tidak hanya diatas saja,dibawah sama saja, banyak distributor bilang, telur harga 2000 dinota suruh tulis 4000, ayam harga 3000 disuruh tulis 5000 dan lain2 itu modusnya"
994,23 hours ago,YouTube,Makan Bergizi Gratis,"Bagus sekali kali dikasihkan uang. Cz Lo nasi gak dimakan sama anak"". Mubadhir sebab setiap hari Lo dpt MBG gak dimakan, saya Kasikan ayam MBG nya."
995,23 hours ago,YouTube,Makan Bergizi Gratis,SETUJUUUUU!!!!
996,23 hours ago,YouTube,Makan Bergizi Gratis,ALHAMDULILLAH ALLAH MENGIRIM HOTMAN PARIS.BANGSABDAN NEGARA' SELAMAT DARI JEBAKAN
997,1 day ago,YouTube,Makan Bergizi Gratis,"BRAVO BUNG HOTMEN CERDAS 1000 % SETUJU MBG DI BERIKAN UANG TUNAI LANGSUNG KPD YG BERHAK JGN LEWAT MANA MANA KARNA NANTI PASTI  DI COPET LG OLEH PARA PEJABAT BAPAK ...
PENGALAMAN  MBG DADAN SERANGGA CS DI RANPOK KAN BPK GA MALU ??..."
998,1 day ago,YouTube,Makan Bergizi Gratis,"Mbg sudah terbaik gak usah usulan lagi. Sudah terbaik dari segi manapun, lapangan kerja terbentuk, ekonomi desa berputar. Yg punya kuasa dibidangnya awasi jgn sampai di korupsi"
999,1 day ago,YouTube,Makan Bergizi Gratis,S7
1000,1 day ago,YouTube,Makan Bergizi Gratis,Setuju banget usulan abang the best
1001,1 day ago,YouTube,Makan Bergizi Gratis,Mendukung
1002,23 hours ago,YouTube,Makan Bergizi Gratis,"Pemikiran yg lucu, dri pda di korupsi di ksih mkanan gk gak sesuai. pasti ini karyawan MBG."
1003,1 day ago,YouTube,Makan Bergizi Gratis,Cukup ortunya kasih kerjaan yg layak dah
1004,1 day ago,YouTube,Makan Bergizi Gratis,"Yg TDK setuju,it cuman tukang dapur mbg,krna TDK bsa kuropsi.
Lanjutkan PK Hotman,sampai brhsil"
1005,1 day ago,YouTube,Makan Bergizi Gratis,"Lebih pas begitu.mbg ini juga bagus,tapi banyak koruptor di dalam nya.kasih aja langsung uang nya ke keluarga yg kurang mampu."
1006,1 day ago,YouTube,Makan Bergizi Gratis,Setuju bang hotman is the beast❤
1007,1 day ago,YouTube,Makan Bergizi Gratis,WKWK YAYASAN DAN PEGAWAI SPPG KETAR KETIR 😂😂😂😂😂
1008,1 day ago,YouTube,Makan Bergizi Gratis,"99,9% rakyat Indonesia sanggar setuju PK Hotman..
Tolong PK Hotman Paris,cuman BPK yg bisa menyampaikan isi hati dan kehendak 99,9% msyrkt Indonesia in,supaya dana mbg TDK di kuropsikan...
Bnyk ke untungan jika mbg di ksh uangnya ke orang tua murid...
Dananya bisa di alihkan ke ongkos sekolah dan kebutuhan anak sekolah.
Jika mbg di bagikan uangnya,bisa membuat hrga ayam,telor,daging,dan sayuran buah2an bisa Mura msyrkt terbantu"
1009,1 day ago,YouTube,Makan Bergizi Gratis,Tinggal angkat pengawas makanan di sekolah... Kalau orang tua tidak bikinkan makanan uang tinggal di setop...
1010,1 day ago,YouTube,Makan Bergizi Gratis,Tidak efektif untuk pencuri
1011,1 day ago,YouTube,Makan Bergizi Gratis,Ah .tuk beli rokok sama judi om
1012,1 day ago,YouTube,Makan Bergizi Gratis,"Bagus sih pak, bisa orangtuanya bantu cicil utang mekarnya, atau utang yang lain, petani jadi korban juga pak, terus pegawai yang lain."
1013,1 day ago,YouTube,Makan Bergizi Gratis,Betul bang itu yg bijak.kalau diganti dg uang.
1014,1 day ago,YouTube,Makan Bergizi Gratis,bnr bgt....psti gk bs di korupsi....
1015,1 day ago,YouTube,Makan Bergizi Gratis,"Setuju bang, ini sangat efektif memutus rantai korupsi di MBG"
1016,1 day ago,YouTube,Makan Bergizi Gratis,"Betul dukung pengacara top
Di ganti uang itu pikiran orang sehat,"
1017,1 day ago,YouTube,Makan Bergizi Gratis,Anak.sekola.bisa.ambil.uang.di.kopdes.mera.putih.
1018,1 day ago,YouTube,Makan Bergizi Gratis,Setuju....!!!
1019,1 day ago,YouTube,Makan Bergizi Gratis,Se7 biar gak ada koropsi
1020,1 day ago (edited),YouTube,Makan Bergizi Gratis,"Bantuan bentuk uang cash itu kurang tepat, cara yang paling bagus menggunakan kupon setiap siswa, siswa menggunakan kupon tersebut untuk di pakai dan diserah ke kepenjual makan, penjual makanan pasti akan berlomba  meningkatkan mutu makannya. Sesuai harga kuponnya. Siswa dapat memilih makanan sesuai kesukaan nya. Kalau Dapur MBG itu mematikan usaha katin sekolah."
1021,1 day ago,YouTube,Makan Bergizi Gratis,Setuju .mantap itu bang
1022,1 day ago,YouTube,Makan Bergizi Gratis,Mestiilah
1023,23 hours ago,YouTube,Makan Bergizi Gratis,"Betul, selain itu. Hanya orang tua kandung yang benar2 peduli terhadap gizi anaknya. Kalau orang lain yang masak, karena memikirkan harus ada margin sering kali makanan kurang diperhatikan lebih mengutamakan penyedap rasa."
1024,21 hours ago,YouTube,Makan Bergizi Gratis, @WendryMarbun data darimana itu
1025,16 hours ago,YouTube,Makan Bergizi Gratis,​ @WendryMarbun  UANG TUNAI BUAT MAIN JUDOL ASEK! 😂 PERBAIKAN EKONOMI BANDAR JUDOL
1026,19 hours ago,YouTube,Makan Bergizi Gratis,"Byk ortu gak bener juga malah dibelikan rokok. Byk orang susah keluarga makan cuma pake tepung2 ngan, tp Bapaknya rokok kopi jalan teros"
1027,19 hours ago,YouTube,Makan Bergizi Gratis,​ @loststreamnxt kamu itu mencerminkan komentar mu. Ada bukan berarti semua. Banyak? Banyak darimana? Kamu denger berita? Dari 1 juta orang kemungkinan seperti yang kamu bayangkan itu 100 orang.
1028,16 hours ago,YouTube,Makan Bergizi Gratis,UANG TUNAI BUAT MAIN JUDOL ASEK! 😂
1029,14 hours ago,YouTube,Makan Bergizi Gratis,​ @sigitasgood2325 benar sekali itu kalo melalui dapur sppg kan bisa di evaluasi kalo tidak sesuai makanan nya coba kalo berbetuk uang gimana caranya mengevaluasi nya???
1030,46 minutes ago,YouTube,Makan Bergizi Gratis,​ @sigitasgood2325 iya mungkin itu anda😂
1031,14 hours ago,YouTube,Makan Bergizi Gratis,"Maff kalo berbentuk uang belum tentu jadi makan bergizi sedangkan masarakat kebanyakan orang mempunyai utang, 😅"
1032,54 minutes ago (edited),YouTube,Makan Bergizi Gratis,"SETUJU..!
Masih banyak ORTU penerima bantuan MBG yang WARAS untuk kepentingan anak² nya."
1033,1 day ago,YouTube,Makan Bergizi Gratis,setuju saya.
1034,1 day ago,YouTube,Makan Bergizi Gratis,"Sgt
Setuju"
1035,1 day ago,YouTube,Makan Bergizi Gratis,Bagus jg ide luh
1036,1 day ago,YouTube,Makan Bergizi Gratis,Mau dlm bentuk uang..ada kemungkinan jg dikorup..atau mingkin..tdk tepat sasaran..siapa penerimanya.
1037,1 day ago,YouTube,Makan Bergizi Gratis,"Betul, daripada sarang korop"
1038,1 day ago,YouTube,Makan Bergizi Gratis,"Nanti dijawab pak Prabowo sambil mandi, bilang yee..yee..yee, emang gue pikirin?..berabe deh.."
1039,1 day ago,YouTube,Makan Bergizi Gratis,Kalau Bung Hotman yang bicara belum tentu didengarin...coba deh sekab nya... pasti didengarin 😂😂😂
1040,1 day ago,YouTube,Makan Bergizi Gratis,SETUJU PAK HOTMAN
1041,1 day ago,YouTube,Makan Bergizi Gratis,"Walaupun anak saya penerima mbg saya setuju mbg dialihkan.atau tetep ada mbg tapi TDK disamaratakan ke semua wilayah dipilah2 wilayah mana yg perlu mbg dan mana yg lebih TDK perlu mbg.di kota2 umumnya TDK perlu mbg ,mungkin di pelosok diperlukan mbg gak masalah."
1042,1 day ago,YouTube,Makan Bergizi Gratis,"Bagus juga lgsg dikasih ke org tuanya.. asal Org tua nya juga harus amanah.... Jgn dipergunakan buat yg lain.. buat belanja online, buat skincare,,, jadi tujuan memberikan makan bergizi kepada anak dapat tersalurkan dg baik 🙏"
1043,1 day ago,YouTube,Makan Bergizi Gratis,Kalau di ganti uang tunai...kita masyarakat tingkat bawah sudah membuktikan dan mengalami itu waktu bantuan KIP dan bea siswa dana aspirasi itu langsung uang tunai Rata2 uang itu sampai ke orang tua atau di terima anak Penggunaannya Rata2 tidak sesuai banyak Rata2 di gunakan untuk bayar pinjaman serta kebutuhan lain yg tidak sesuai peruntukkannya...uang habis kebutuhan anak tidak Terpenuhi
1044,1 day ago,YouTube,Makan Bergizi Gratis,Memang bang hotman yg bicara sama mas wowo baru bisa di dengar.bang hotman kan pengacara mas wowo😂😂
1045,1 day ago,YouTube,Makan Bergizi Gratis,"SETUJUU 
HOTMAN PARIS TOP MEMANG CERDAS ..IDE USULANNYA SEMOGA DI DENGAR OLEH PRABOWO.  HOTMAN PARIS MEMANG TOP USULANNYA MASUK AKAL.  SEMOGA HOTMAN PARIS SELALU DI DENGAR PAK PRABOWO..."
1046,1 day ago,YouTube,Makan Bergizi Gratis,"Nanti rakyatnya jd cerdas bang, pejabatnya g bs korupsi."
1047,1 day ago,YouTube,Makan Bergizi Gratis,Sangat stuju biar GK ada krosi lg
1048,1 day ago,YouTube,Makan Bergizi Gratis,"setuju, bang gaskuen"
1049,1 day ago,YouTube,Makan Bergizi Gratis,Mending mbg
1050,1 day ago (edited),YouTube,Makan Bergizi Gratis,"Siipp Bang, setujuuu,, 
Itu solusi cerdas, tidak lagi menghidupi tikus2 kaki 2,,

Tp Bang, pliss sampaikan jg secara langsung ke Pak Wowo, langsung Bang, sampaikan langsung ketemu muka,, jgn lewat orang2 di sekitarnya,, ntar oleh mereka pesan Abang tidak akan disampaikan,,"
1051,1 day ago,YouTube,Makan Bergizi Gratis,"Kasian yg sudah bikin dapur, modalnya besar"
1052,1 day ago,YouTube,Makan Bergizi Gratis,Betul sekali langsung ke orang tuanya biar g ribet
1053,1 day ago,YouTube,Makan Bergizi Gratis,Trus bagaimana nasib para pegawainya😢
1054,1 day ago,YouTube,Makan Bergizi Gratis,P.pares.protes.solusi.paris.belum.tepat.❤
1055,1 day ago,YouTube,Makan Bergizi Gratis,"Bang Hotman, KDM dan Ahok sudah sepemikiran tentang MBG"
1056,1 day ago,YouTube,Makan Bergizi Gratis,Setuju banget
1057,1 day ago,YouTube,Makan Bergizi Gratis,Yang benar ya emng sperti itu
1058,1 day ago,YouTube,Makan Bergizi Gratis,"GK semudah itu,,"
1059,1 day ago,YouTube,Makan Bergizi Gratis,ini baru benarrrrr gasss
1060,1 day ago (edited),YouTube,Makan Bergizi Gratis,Setuju 10rb% sama pak Hotman ini.jadi KLO yg punya anak 3 dapat 30rb sehari.bisa makan sekeluarga
1061,1 day ago (edited),YouTube,Makan Bergizi Gratis,biar kantin sekolah masing2 aja yg urus dan pegawai nya ibu2 murid itu sendiri..
1062,1 day ago (edited),YouTube,Makan Bergizi Gratis,"MBG program sarang korupsi
Oknum banyak penyelewengan"
1063,1 day ago,YouTube,Makan Bergizi Gratis,Setuju ini
1064,1 day ago,YouTube,Makan Bergizi Gratis,"Ini yg benar usulan Hotman paris..uangbya lsg diksh orang tuanya, pas tiaman anak tidak keracunan..menimalkan uang digarong oleh pejabat"
1065,1 day ago,YouTube,Makan Bergizi Gratis,Trus yg nganter uang nya para relawan... Biar mereka ada kerjaan... 😅😅
1066,1 day ago (edited),YouTube,Makan Bergizi Gratis,"Lebih baik anggaran mbg disimpan dulu untuk yg bener bener urgent.yang penting harga pangan/sembako lebih murah lagi.jika harga murah pasti bisa kebeli yg bergizi untuk anaknya.Biar orang tuanya masing masing buat bekal,selain buat anak,satu keluarganya juga bisa makan bergizi,enggak usah repot repot petugas sppgnya dan mitra mitranya.lebib baik dipasar harga pangan murah dan sandang murah.seragam murid baru juga sudah naik harganya."
1067,1 day ago,YouTube,Makan Bergizi Gratis,Setuju PK.hotman begitu baru efektif.menurut saya mbg hanya jadi ladang korupsi.
1068,1 day ago,YouTube,Makan Bergizi Gratis,Hotman maunya apa sih ? apakah karena tdk dapat jatah ? 🤔
1069,1 day ago,YouTube,Makan Bergizi Gratis,Setuju...saya jamin UMKM kecil bakal jadi lebih sejahtera
1070,1 day ago,YouTube,Makan Bergizi Gratis,Ya terserah eluu emang gue pikirinn
1071,21 hours ago,YouTube,Makan Bergizi Gratis,Gaya Maruar Sirait dulu dari PDIP
1072,1 day ago,YouTube,Makan Bergizi Gratis,😅😅😅😅😅
1073,1 day ago,YouTube,Makan Bergizi Gratis,"Cuma kekurangannyA ga bisa di korupsi sama koruptor,soalnya berupa uang"
1074,1 day ago,YouTube,Makan Bergizi Gratis,Allhamdulilah ❤❤❤❤❤❤❤❤❤ kasih ke orang tua ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
1075,1 day ago,YouTube,Makan Bergizi Gratis,Bagus sekolah gratis sd smp sma digantikan ! Kalo uang mbg lahan krupsi !
1076,1 day ago,YouTube,Makan Bergizi Gratis,Baru bagus
1077,1 day ago,YouTube,Makan Bergizi Gratis,Sangat mendukung....
1078,1 day ago,YouTube,Makan Bergizi Gratis,"Setuju bang hotman paris,semoga bapak prabowo setuju"
1079,1 day ago,YouTube,Makan Bergizi Gratis,Tujuannya mbg utk memutar ekonomi sekitar katanya
1080,22 hours ago,YouTube,Makan Bergizi Gratis,"Uang juga bisa di belanjakan ke pedagang umk buat makan gizinya .klo sppg di daerah di kuasai sanak saudaranya pemasoknya,minimal tidak ada lagi dadan dadan yg lainya"
1081,22 minutes ago,YouTube,Makan Bergizi Gratis,"Catatanya ada dapur nya GK ada,, parah ini,,,,"
1082,46 minutes ago,YouTube,Makan Bergizi Gratis,"Mbg kebutuhan pejabat 
Sebelum ada nya mbg Tidak ada anak"" yg kelaparan kyak di bicarakan oleh pejabat 
Semua ni mata pencaharian pejabat"
1083,49 minutes ago,YouTube,Makan Bergizi Gratis,ini mentri pak presiden dan pembantunya apa g di seleksi dulu apa...jelas mbg program prioritas kampanye g di perhatikan dgan baik...padahal ini celah buat oposisi buat ngebacot n nyerang...bloon bgt emang.....
1084,59 minutes ago,YouTube,Makan Bergizi Gratis,Lah yg entry data titik SPPG bukannya Waka BGN .
1085,1 hour ago,YouTube,Makan Bergizi Gratis,MALING...ya harusnya di usut..
1086,2 hours ago,YouTube,Makan Bergizi Gratis,Kalau kaya begini prabroro tau enggak ya
1087,2 hours ago,YouTube,Makan Bergizi Gratis,"Aduh ,mau di bawa kemana negara ini,"
1088,2 hours ago,YouTube,Makan Bergizi Gratis,Muka nyolong duit
1089,2 hours ago,YouTube,Makan Bergizi Gratis,Lebih baik di hapus MBG tiada manpaat  bagi masarakat merugikan anggaran APBN
1090,2 hours ago,YouTube,Makan Bergizi Gratis,Bodohny  pemerintah apbn ratusan trilyun  hy untuk makan
1091,3 hours ago,YouTube,Makan Bergizi Gratis,Mbg fiktif tiap hari dpt 6 juta gk perlu dapur
1092,3 hours ago,YouTube,Makan Bergizi Gratis,Woy botak turun dari mane
1093,3 hours ago,YouTube,Makan Bergizi Gratis,Bubarkan mbg ganti bbm gratis pasti rakyat setuju
1094,3 hours ago,YouTube,Makan Bergizi Gratis,"Daya beli masyarakat menurun, rupiah ambruk, inflasi, pemerintah anti kritik ..lengkap 😅"
1095,3 hours ago,YouTube,Makan Bergizi Gratis,Utang negara membengkak tapi sok-sokan...
1096,3 hours ago,YouTube,Makan Bergizi Gratis,Hanya orang yg otaknya korup dan ngak waras  yg masih meneruskan proyek mbg/ sampah ini...!!
1097,3 hours ago,YouTube,Makan Bergizi Gratis,Saya sebagai msarakt sangat Muak dengan pejabat yg ga bres..harus ny ada yg nyantet klw hukum di negri ini ga mrmpan
1098,3 hours ago,YouTube,Makan Bergizi Gratis,"Bennaaaarrr sekali mbak,  maling kok didukung, ( program manipulasi, korupsi, harusnya dihentikan aja) dari pada memelihara maling& garoongnya negara, orang orang bejat tak beriman yg korupsi mbg😊"
1099,4 hours ago,YouTube,Makan Bergizi Gratis,😂Rai koordinator nya cemas ...mulai terkuak borok mu cook
1100,4 hours ago,YouTube,Makan Bergizi Gratis,Kalo ad survey kepuasan terhadap pejabat ..mulai la rakyat Konoha yg cerdas ..jagn pakai nafsu pakai hati nurani.
1101,4 hours ago,YouTube,Makan Bergizi Gratis,Kalo bener 100 dapur fiktif wow ini mah perlu alasan apa lagi buat presiden tetep ngeyel..kalo demikian satu alesan yg pasti itu Watak asli Prabowo yang Engan dengar kata rakyat ..dan watak akan dibawa Ampe mati ..
1102,4 hours ago,YouTube,Makan Bergizi Gratis,orang bikin program sistemnya dulu di matengin ini progran dulu sistem belakangan dah rugiin dwit negara ratusan triliun baru di benahi kocak emang ngera konoha
